checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,default
No checking account,10,Existing paid,Car (used),2901,Unknown / No savings,< 1 year,1,Female : Divorced/Separated/Married,None,4,Real estate,31,None,Rent,1,Skilled employee,1,No,Yes,0
0 - 200 DM,12,Critical account,Furniture/Equipment,3617,< 100 DM,>= 7 years,1,Male : Single,None,4,Car or other,28,None,Rent,3,Skilled employee,1,Yes,Yes,0
No checking account,12,Critical account,Radio/TV,1655,< 100 DM,>= 7 years,2,Male : Single,None,4,Real estate,63,None,Own,2,Unskilled - resident,1,Yes,Yes,0
< 0 DM,24,Existing paid,Car (used),2812,Unknown / No savings,>= 7 years,2,Female : Divorced/Separated/Married,None,4,Real estate,26,None,Rent,1,Skilled employee,1,No,Yes,0
< 0 DM,36,Critical account,Education,8065,< 100 DM,1 - 4 years,3,Female : Divorced/Separated/Married,None,2,Unknown / No property,25,None,Own,2,Management / Highly qualified,1,Yes,Yes,1
No checking account,21,Critical account,Car (used),3275,< 100 DM,>= 7 years,1,Male : Single,None,4,Car or other,36,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,24,Critical account,Radio/TV,2223,100 - 500 DM,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,52,Bank,Own,2,Skilled employee,1,No,Yes,0
>= 200 DM,12,Critical account,Car (new),1480,500 - 1000 DM,Unemployed,2,Male : Single,None,4,Unknown / No property,66,Bank,Free,3,Unemployed / Unskilled - non-resident,1,No,Yes,0
< 0 DM,24,Existing paid,Car (new),1371,Unknown / No savings,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Real estate,25,None,Rent,1,Skilled employee,1,No,Yes,1
No checking account,36,Critical account,Car (new),3535,< 100 DM,4 - 7 years,4,Male : Single,None,4,Car or other,37,None,Own,2,Skilled employee,1,Yes,Yes,0
< 0 DM,18,Existing paid,Radio/TV,3509,< 100 DM,4 - 7 years,4,Female : Divorced/Separated/Married,Guarantor,1,Real estate,25,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,36,Critical account,Car (used),5711,>= 1000 DM,>= 7 years,4,Male : Single,None,2,Car or other,38,None,Own,2,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,18,Existing paid,Repairs,3872,< 100 DM,Unemployed,2,Female : Divorced/Separated/Married,None,4,Car or other,67,None,Own,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,39,Critical account,Radio/TV,4933,< 100 DM,4 - 7 years,2,Male : Single,Guarantor,2,Real estate,25,None,Own,2,Skilled employee,1,No,Yes,1
No checking account,24,Critical account,Car (new),1940,>= 1000 DM,>= 7 years,4,Male : Single,None,4,Real estate,60,None,Own,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,12,No credits / All paid,Retraining,1410,< 100 DM,1 - 4 years,2,Male : Single,None,2,Real estate,31,None,Own,1,Unskilled - resident,1,Yes,Yes,0
0 - 200 DM,12,Existing paid,Car (new),836,100 - 500 DM,< 1 year,4,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,23,Bank,Own,1,Unskilled - resident,1,No,Yes,1
0 - 200 DM,20,Existing paid,Car (used),6468,Unknown / No savings,Unemployed,1,Male : Divorced/Separated,None,4,Real estate,60,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,18,Existing paid,Business,1941,>= 1000 DM,1 - 4 years,4,Male : Single,None,2,Building society savings / Life insurance,35,None,Own,1,Unskilled - resident,1,Yes,Yes,0
No checking account,22,Existing paid,Radio/TV,2675,500 - 1000 DM,>= 7 years,3,Male : Single,None,4,Car or other,40,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,48,Critical account,Car (used),2751,Unknown / No savings,>= 7 years,4,Male : Single,None,3,Car or other,38,None,Own,2,Skilled employee,2,Yes,Yes,0
0 - 200 DM,48,Delay in past,Education,6224,< 100 DM,>= 7 years,4,Male : Single,None,4,Unknown / No property,50,None,Free,1,Skilled employee,1,No,Yes,1
< 0 DM,40,Critical account,Education,5998,< 100 DM,1 - 4 years,4,Male : Single,None,3,Unknown / No property,27,Bank,Own,1,Skilled employee,1,Yes,Yes,1
0 - 200 DM,21,Existing paid,Business,1188,< 100 DM,>= 7 years,2,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,39,None,Own,1,Skilled employee,2,No,Yes,1
No checking account,24,Existing paid,Car (used),6313,Unknown / No savings,>= 7 years,3,Male : Single,None,4,Car or other,41,None,Own,1,Management / Highly qualified,2,Yes,Yes,0
No checking account,6,Critical account,Furniture/Equipment,1221,Unknown / No savings,1 - 4 years,1,Male : Married/Widowed,None,2,Building society savings / Life insurance,27,None,Own,2,Skilled employee,1,No,Yes,0
>= 200 DM,24,Existing paid,Furniture/Equipment,2892,< 100 DM,>= 7 years,3,Male : Divorced/Separated,None,4,Unknown / No property,51,None,Free,1,Skilled employee,1,No,Yes,0
No checking account,24,Existing paid,Furniture/Equipment,3062,500 - 1000 DM,>= 7 years,4,Male : Single,None,3,Unknown / No property,32,None,Rent,1,Skilled employee,1,Yes,Yes,0
No checking account,9,Existing paid,Furniture/Equipment,2301,100 - 500 DM,< 1 year,2,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,22,None,Rent,1,Skilled employee,1,No,Yes,0
< 0 DM,18,Existing paid,Car (used),7511,Unknown / No savings,>= 7 years,1,Male : Single,None,4,Building society savings / Life insurance,51,None,Free,1,Skilled employee,2,Yes,Yes,1
No checking account,12,Critical account,Furniture/Equipment,1258,< 100 DM,< 1 year,2,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,22,None,Rent,2,Unskilled - resident,1,No,Yes,0
No checking account,24,Delay in past,Car (new),717,Unknown / No savings,>= 7 years,4,Male : Married/Widowed,None,4,Car or other,54,None,Own,2,Skilled employee,1,Yes,Yes,0
0 - 200 DM,9,Existing paid,Car (new),1549,Unknown / No savings,< 1 year,4,Male : Single,None,2,Real estate,35,None,Own,1,Unemployed / Unskilled - non-resident,1,No,Yes,0
No checking account,24,Critical account,Education,1597,< 100 DM,>= 7 years,4,Male : Single,None,4,Unknown / No property,54,None,Free,2,Skilled employee,2,No,Yes,0
0 - 200 DM,18,Critical account,Radio/TV,1795,< 100 DM,>= 7 years,3,Female : Divorced/Separated/Married,Guarantor,4,Real estate,48,Bank,Rent,2,Unskilled - resident,1,Yes,Yes,0
< 0 DM,20,Critical account,Furniture/Equipment,4272,< 100 DM,>= 7 years,1,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,24,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,12,Critical account,Radio/TV,976,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Car or other,35,None,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,12,Existing paid,Car (new),7472,Unknown / No savings,Unemployed,1,Female : Divorced/Separated/Married,None,2,Real estate,24,None,Rent,1,Unemployed / Unskilled - non-resident,1,No,Yes,0
< 0 DM,36,Existing paid,Car (new),9271,< 100 DM,4 - 7 years,2,Male : Single,None,1,Car or other,24,None,Own,1,Skilled employee,1,Yes,Yes,1
0 - 200 DM,6,Existing paid,Radio/TV,590,< 100 DM,< 1 year,3,Male : Married/Widowed,None,3,Real estate,26,None,Own,1,Unskilled - resident,1,No,No,0
No checking account,12,Critical account,Radio/TV,930,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Real estate,65,None,Own,4,Skilled employee,1,No,Yes,0
0 - 200 DM,42,All paid this bank,Car (used),9283,< 100 DM,Unemployed,1,Male : Single,None,2,Unknown / No property,55,Bank,Free,1,Management / Highly qualified,1,Yes,Yes,0
0 - 200 DM,15,No credits / All paid,Car (new),1778,< 100 DM,< 1 year,2,Female : Divorced/Separated/Married,None,1,Real estate,26,None,Rent,2,Unemployed / Unskilled - non-resident,1,No,Yes,1
0 - 200 DM,8,Existing paid,Business,907,< 100 DM,< 1 year,3,Male : Married/Widowed,None,2,Real estate,26,None,Own,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,6,Existing paid,Radio/TV,484,< 100 DM,4 - 7 years,3,Male : Married/Widowed,Guarantor,3,Real estate,28,Bank,Own,1,Unskilled - resident,1,No,Yes,0
< 0 DM,36,Critical account,Car (used),9629,< 100 DM,4 - 7 years,4,Male : Single,None,4,Car or other,24,None,Own,2,Skilled employee,1,Yes,Yes,1
< 0 DM,48,Existing paid,Domestic appliances,3051,< 100 DM,1 - 4 years,3,Male : Single,None,4,Car or other,54,None,Own,1,Skilled employee,1,No,Yes,1
< 0 DM,48,Existing paid,Car (new),3931,< 100 DM,4 - 7 years,4,Male : Single,None,4,Unknown / No property,46,None,Free,1,Skilled employee,2,No,Yes,1
0 - 200 DM,36,Delay in past,Car (new),7432,< 100 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,54,None,Rent,1,Skilled employee,1,No,Yes,0
No checking account,6,Existing paid,Domestic appliances,1338,500 - 1000 DM,1 - 4 years,1,Male : Divorced/Separated,None,4,Real estate,62,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,6,Critical account,Radio/TV,1554,< 100 DM,4 - 7 years,1,Female : Divorced/Separated/Married,None,2,Car or other,24,None,Rent,2,Skilled employee,1,Yes,Yes,0
< 0 DM,36,Existing paid,Others,15857,< 100 DM,Unemployed,2,Male : Divorced/Separated,Co-applicant,3,Car or other,43,None,Own,1,Management / Highly qualified,1,No,Yes,0
< 0 DM,18,Existing paid,Radio/TV,1345,< 100 DM,1 - 4 years,4,Male : Married/Widowed,None,3,Real estate,26,Bank,Own,1,Skilled employee,1,No,Yes,1
No checking account,12,Existing paid,Car (new),1101,< 100 DM,1 - 4 years,3,Male : Married/Widowed,None,2,Real estate,27,None,Own,2,Skilled employee,1,Yes,Yes,0
>= 200 DM,12,Existing paid,Radio/TV,3016,< 100 DM,1 - 4 years,3,Male : Married/Widowed,None,1,Car or other,24,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,36,Existing paid,Furniture/Equipment,2712,< 100 DM,>= 7 years,2,Male : Single,None,2,Building society savings / Life insurance,41,Bank,Own,1,Skilled employee,2,No,Yes,1
< 0 DM,8,Critical account,Car (new),731,< 100 DM,>= 7 years,4,Male : Single,None,4,Real estate,47,None,Own,2,Unskilled - resident,1,No,Yes,0
No checking account,18,Critical account,Furniture/Equipment,3780,< 100 DM,< 1 year,3,Male : Divorced/Separated,None,2,Car or other,35,None,Own,2,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,21,Critical account,Car (new),1602,< 100 DM,>= 7 years,4,Male : Married/Widowed,None,3,Car or other,30,None,Own,2,Skilled employee,1,Yes,Yes,0
< 0 DM,18,Critical account,Car (new),3966,< 100 DM,>= 7 years,1,Female : Divorced/Separated/Married,None,4,Real estate,33,Bank,Rent,3,Skilled employee,1,Yes,Yes,1
No checking account,18,No credits / All paid,Business,4165,< 100 DM,1 - 4 years,2,Male : Single,None,2,Car or other,36,Stores,Own,2,Skilled employee,2,No,Yes,1
< 0 DM,36,Existing paid,Car (used),8335,Unknown / No savings,>= 7 years,3,Male : Single,None,4,Unknown / No property,47,None,Free,1,Skilled employee,1,No,Yes,1
0 - 200 DM,48,Delay in past,Business,6681,Unknown / No savings,1 - 4 years,4,Male : Single,None,4,Unknown / No property,38,None,Free,1,Skilled employee,2,Yes,Yes,0
No checking account,24,Delay in past,Business,2375,500 - 1000 DM,1 - 4 years,4,Male : Single,None,2,Car or other,44,None,Own,2,Skilled employee,2,Yes,Yes,0
< 0 DM,18,Existing paid,Car (new),1216,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,3,Car or other,23,None,Rent,1,Skilled employee,1,Yes,Yes,1
< 0 DM,45,No credits / All paid,Business,11816,< 100 DM,>= 7 years,2,Male : Single,None,4,Car or other,29,None,Rent,2,Skilled employee,1,No,Yes,1
0 - 200 DM,24,Existing paid,Radio/TV,5084,Unknown / No savings,>= 7 years,2,Female : Divorced/Separated/Married,None,4,Car or other,42,None,Own,1,Skilled employee,1,Yes,Yes,0
>= 200 DM,15,Existing paid,Radio/TV,2327,< 100 DM,< 1 year,2,Female : Divorced/Separated/Married,None,3,Real estate,25,None,Own,1,Unskilled - resident,1,No,Yes,1
< 0 DM,12,No credits / All paid,Car (new),1082,< 100 DM,1 - 4 years,4,Male : Single,None,4,Car or other,48,Bank,Own,2,Skilled employee,1,No,Yes,1
No checking account,12,Existing paid,Radio/TV,886,Unknown / No savings,1 - 4 years,4,Female : Divorced/Separated/Married,None,2,Car or other,21,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,4,Existing paid,Furniture/Equipment,601,< 100 DM,< 1 year,1,Female : Divorced/Separated/Married,None,3,Real estate,23,None,Rent,1,Unskilled - resident,2,No,Yes,0
< 0 DM,24,Critical account,Car (used),2957,< 100 DM,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,63,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,24,Critical account,Radio/TV,2611,< 100 DM,>= 7 years,4,Male : Married/Widowed,Co-applicant,3,Real estate,46,None,Own,2,Skilled employee,1,No,Yes,0
< 0 DM,36,Existing paid,Furniture/Equipment,5179,< 100 DM,4 - 7 years,4,Male : Single,None,2,Building society savings / Life insurance,29,None,Own,1,Skilled employee,1,No,Yes,1
No checking account,21,Delay in past,Car (used),2993,< 100 DM,1 - 4 years,3,Male : Single,None,2,Real estate,28,Stores,Own,2,Unskilled - resident,1,No,Yes,0
No checking account,18,Existing paid,Repairs,1943,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,4,Real estate,23,None,Own,1,Skilled employee,1,No,Yes,1
No checking account,24,All paid this bank,Business,1559,< 100 DM,4 - 7 years,4,Male : Single,None,4,Car or other,50,Bank,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,18,Existing paid,Furniture/Equipment,3422,< 100 DM,>= 7 years,4,Male : Single,None,4,Building society savings / Life insurance,47,Bank,Own,3,Skilled employee,2,Yes,Yes,0
0 - 200 DM,21,Existing paid,Furniture/Equipment,3976,Unknown / No savings,4 - 7 years,2,Male : Single,None,3,Car or other,35,None,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,18,Existing paid,Car (new),6761,Unknown / No savings,1 - 4 years,2,Male : Single,None,4,Car or other,68,None,Rent,2,Skilled employee,1,No,Yes,1
No checking account,24,Existing paid,Car (new),1249,< 100 DM,< 1 year,4,Male : Married/Widowed,None,2,Real estate,28,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,9,Existing paid,Radio/TV,1364,< 100 DM,4 - 7 years,3,Male : Single,None,4,Real estate,59,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,12,Existing paid,Radio/TV,709,< 100 DM,>= 7 years,4,Male : Single,None,4,Real estate,57,Stores,Own,1,Unskilled - resident,1,No,Yes,1
< 0 DM,20,Critical account,Car (new),2235,< 100 DM,1 - 4 years,4,Male : Married/Widowed,Guarantor,2,Building society savings / Life insurance,33,Bank,Rent,2,Skilled employee,1,No,No,1
No checking account,24,Critical account,Car (used),4042,Unknown / No savings,4 - 7 years,3,Male : Single,None,4,Building society savings / Life insurance,43,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,15,Critical account,Radio/TV,1471,< 100 DM,1 - 4 years,4,Male : Single,None,4,Unknown / No property,35,None,Free,2,Skilled employee,1,Yes,Yes,0
< 0 DM,18,All paid this bank,Car (new),1442,< 100 DM,4 - 7 years,4,Male : Single,None,4,Unknown / No property,32,None,Free,2,Unskilled - resident,2,No,Yes,1
No checking account,36,Delay in past,Car (new),10875,< 100 DM,>= 7 years,2,Male : Single,None,2,Car or other,45,None,Own,2,Skilled employee,2,Yes,Yes,0
No checking account,24,Existing paid,Car (new),1474,100 - 500 DM,< 1 year,4,Male : Married/Widowed,None,3,Real estate,33,None,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,10,Existing paid,Retraining,894,Unknown / No savings,4 - 7 years,4,Female : Divorced/Separated/Married,None,3,Building society savings / Life insurance,40,None,Own,1,Skilled employee,1,Yes,Yes,0
No checking account,15,Critical account,Furniture/Equipment,3343,< 100 DM,1 - 4 years,4,Male : Single,None,2,Unknown / No property,28,None,Free,1,Skilled employee,1,Yes,Yes,0
< 0 DM,15,Existing paid,Car (new),3959,< 100 DM,1 - 4 years,3,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,29,None,Own,1,Skilled employee,1,Yes,Yes,1
No checking account,9,Existing paid,Car (new),3577,100 - 500 DM,1 - 4 years,1,Male : Single,Guarantor,2,Real estate,26,None,Rent,1,Skilled employee,2,No,No,0
No checking account,24,Critical account,Car (used),5804,>= 1000 DM,1 - 4 years,4,Male : Single,None,2,Real estate,27,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,18,Delay in past,Business,2169,< 100 DM,1 - 4 years,4,Male : Married/Widowed,None,2,Car or other,28,None,Own,1,Skilled employee,1,Yes,Yes,1
< 0 DM,24,Existing paid,Radio/TV,2439,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,4,Real estate,35,None,Own,1,Skilled employee,1,Yes,Yes,1
No checking account,27,Critical account,Furniture/Equipment,4526,>= 1000 DM,< 1 year,4,Male : Single,None,2,Real estate,32,Stores,Own,2,Unskilled - resident,2,Yes,Yes,0
No checking account,10,Existing paid,Furniture/Equipment,2210,< 100 DM,1 - 4 years,2,Male : Single,None,2,Real estate,25,Bank,Rent,1,Unskilled - resident,1,No,Yes,1
No checking account,15,Existing paid,Furniture/Equipment,2221,500 - 1000 DM,1 - 4 years,2,Female : Divorced/Separated/Married,None,4,Car or other,20,None,Rent,1,Skilled employee,1,No,Yes,0
< 0 DM,18,Existing paid,Radio/TV,2389,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,1,Car or other,27,Stores,Own,1,Skilled employee,1,No,Yes,0
No checking account,12,Critical account,Furniture/Equipment,3331,< 100 DM,>= 7 years,2,Male : Single,None,4,Building society savings / Life insurance,42,Stores,Own,1,Skilled employee,1,No,Yes,0
No checking account,36,Existing paid,Business,7409,Unknown / No savings,>= 7 years,3,Male : Single,None,2,Building society savings / Life insurance,37,None,Own,2,Skilled employee,1,No,Yes,0
< 0 DM,12,Existing paid,Furniture/Equipment,652,< 100 DM,>= 7 years,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,24,None,Rent,1,Skilled employee,1,No,Yes,0
No checking account,36,Delay in past,Furniture/Equipment,7678,500 - 1000 DM,4 - 7 years,2,Female : Divorced/Separated/Married,None,4,Car or other,40,None,Own,2,Skilled employee,1,Yes,Yes,0
>= 200 DM,6,Critical account,Car (new),1343,< 100 DM,>= 7 years,1,Male : Single,None,4,Real estate,46,None,Own,2,Skilled employee,2,No,No,0
< 0 DM,24,Critical account,Business,1382,100 - 500 DM,4 - 7 years,4,Male : Single,None,1,Real estate,26,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,15,Existing paid,Domestic appliances,874,Unknown / No savings,< 1 year,4,Female : Divorced/Separated/Married,None,1,Real estate,24,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,12,Existing paid,Furniture/Equipment,3590,< 100 DM,1 - 4 years,2,Male : Single,Co-applicant,2,Building society savings / Life insurance,29,None,Own,1,Unskilled - resident,2,No,Yes,0
0 - 200 DM,11,Critical account,Car (new),1322,>= 1000 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Car or other,40,None,Own,2,Skilled employee,1,No,Yes,0
< 0 DM,18,All paid this bank,Radio/TV,1940,< 100 DM,< 1 year,3,Male : Single,Co-applicant,4,Unknown / No property,36,Bank,Free,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,36,Existing paid,Radio/TV,3595,< 100 DM,>= 7 years,4,Male : Single,None,2,Car or other,28,None,Own,1,Skilled employee,1,No,Yes,0
< 0 DM,9,Existing paid,Car (new),1422,< 100 DM,< 1 year,3,Male : Single,None,2,Unknown / No property,27,None,Free,1,Management / Highly qualified,1,Yes,Yes,1
No checking account,30,Critical account,Radio/TV,6742,Unknown / No savings,4 - 7 years,2,Male : Single,None,3,Building society savings / Life insurance,36,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,24,Existing paid,Car (used),7814,< 100 DM,4 - 7 years,3,Male : Single,None,3,Car or other,38,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,24,Existing paid,Car (used),9277,Unknown / No savings,1 - 4 years,2,Male : Divorced/Separated,None,4,Unknown / No property,48,None,Free,1,Skilled employee,1,Yes,Yes,0
0 - 200 DM,30,Critical account,Car (new),2181,Unknown / No savings,>= 7 years,4,Male : Single,None,4,Real estate,36,None,Own,2,Skilled employee,1,No,Yes,0
No checking account,18,Critical account,Radio/TV,1098,< 100 DM,Unemployed,4,Female : Divorced/Separated/Married,None,4,Car or other,65,None,Own,2,Unemployed / Unskilled - non-resident,1,No,Yes,0
0 - 200 DM,24,Existing paid,Furniture/Equipment,4057,< 100 DM,4 - 7 years,3,Male : Divorced/Separated,None,3,Car or other,43,None,Own,1,Skilled employee,1,Yes,Yes,1
< 0 DM,12,Existing paid,Education,795,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,53,None,Own,1,Skilled employee,1,No,Yes,1
0 - 200 DM,24,Critical account,Business,2825,Unknown / No savings,4 - 7 years,4,Male : Single,None,3,Unknown / No property,34,None,Own,2,Skilled employee,2,Yes,Yes,0
0 - 200 DM,48,Existing paid,Business,15672,< 100 DM,1 - 4 years,2,Male : Single,None,2,Car or other,23,None,Own,1,Skilled employee,1,Yes,Yes,1
No checking account,36,Critical account,Car (new),6614,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,34,None,Own,2,Management / Highly qualified,1,Yes,Yes,0
No checking account,28,All paid this bank,Car (used),7824,Unknown / No savings,< 1 year,3,Male : Single,Guarantor,4,Real estate,40,Bank,Rent,2,Skilled employee,2,Yes,Yes,0
< 0 DM,27,Critical account,Business,2442,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,43,Stores,Own,4,Management / Highly qualified,2,Yes,Yes,0
No checking account,15,Critical account,Radio/TV,1829,< 100 DM,>= 7 years,4,Male : Single,None,4,Car or other,46,None,Own,2,Skilled employee,1,Yes,Yes,0
< 0 DM,12,Critical account,Car (new),2171,< 100 DM,1 - 4 years,4,Male : Single,None,4,Building society savings / Life insurance,38,Bank,Own,2,Unskilled - resident,1,No,No,0
0 - 200 DM,36,Critical account,Car (used),5800,< 100 DM,1 - 4 years,3,Male : Single,None,4,Car or other,34,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,18,Critical account,Radio/TV,1169,Unknown / No savings,1 - 4 years,4,Male : Single,None,3,Building society savings / Life insurance,29,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,36,Delay in past,Car (used),8947,Unknown / No savings,4 - 7 years,3,Male : Single,None,2,Car or other,31,Stores,Own,1,Management / Highly qualified,2,Yes,Yes,0
< 0 DM,21,Existing paid,Radio/TV,2606,< 100 DM,< 1 year,4,Female : Divorced/Separated/Married,None,4,Building society savings / Life insurance,28,None,Rent,1,Management / Highly qualified,1,Yes,Yes,0
No checking account,12,Critical account,Furniture/Equipment,1592,>= 1000 DM,4 - 7 years,3,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,35,None,Own,1,Skilled employee,1,No,No,0
No checking account,15,Existing paid,Furniture/Equipment,2186,Unknown / No savings,4 - 7 years,1,Female : Divorced/Separated/Married,None,4,Real estate,33,Bank,Rent,1,Unskilled - resident,1,No,Yes,0
< 0 DM,18,Existing paid,Furniture/Equipment,4153,< 100 DM,1 - 4 years,2,Male : Single,Co-applicant,3,Car or other,42,None,Own,1,Skilled employee,1,No,Yes,1
< 0 DM,16,Critical account,Car (new),2625,< 100 DM,>= 7 years,2,Male : Single,Guarantor,4,Building society savings / Life insurance,43,Bank,Rent,1,Skilled employee,1,Yes,Yes,1
No checking account,20,Critical account,Car (new),3485,Unknown / No savings,< 1 year,2,Male : Divorced/Separated,None,4,Real estate,44,None,Own,2,Skilled employee,1,Yes,Yes,0
No checking account,36,Critical account,Car (used),10477,Unknown / No savings,>= 7 years,2,Male : Single,None,4,Unknown / No property,42,None,Free,2,Skilled employee,1,No,Yes,0
No checking account,15,Existing paid,Radio/TV,1386,Unknown / No savings,1 - 4 years,4,Male : Married/Widowed,None,2,Real estate,40,None,Rent,1,Skilled employee,1,Yes,Yes,0
No checking account,24,Existing paid,Radio/TV,1278,< 100 DM,>= 7 years,4,Male : Single,None,1,Real estate,36,None,Own,1,Management / Highly qualified,1,Yes,Yes,0
< 0 DM,12,Existing paid,Radio/TV,1107,< 100 DM,1 - 4 years,2,Male : Single,None,2,Real estate,20,None,Rent,1,Management / Highly qualified,2,Yes,Yes,0
< 0 DM,21,Existing paid,Car (new),3763,Unknown / No savings,4 - 7 years,2,Male : Single,Co-applicant,2,Real estate,24,None,Own,1,Unskilled - resident,1,No,No,0
0 - 200 DM,36,Existing paid,Education,3711,Unknown / No savings,1 - 4 years,2,Male : Married/Widowed,None,2,Car or other,27,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,15,Delay in past,Car (used),3594,< 100 DM,< 1 year,1,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,46,None,Own,2,Unskilled - resident,1,No,Yes,0
0 - 200 DM,9,Existing paid,Car (new),3195,Unknown / No savings,1 - 4 years,1,Female : Divorced/Separated/Married,None,2,Real estate,33,None,Own,1,Unskilled - resident,1,No,Yes,0
No checking account,36,Delay in past,Radio/TV,4454,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,4,Real estate,34,None,Own,2,Skilled employee,1,No,Yes,0
0 - 200 DM,24,Critical account,Furniture/Equipment,4736,< 100 DM,< 1 year,2,Female : Divorced/Separated/Married,None,4,Car or other,25,Bank,Own,1,Unskilled - resident,1,No,Yes,1
0 - 200 DM,30,Existing paid,Radio/TV,2991,Unknown / No savings,>= 7 years,2,Female : Divorced/Separated/Married,None,4,Car or other,25,None,Own,1,Skilled employee,1,No,Yes,0
No checking account,11,Existing paid,Business,2142,>= 1000 DM,>= 7 years,1,Male : Divorced/Separated,None,2,Real estate,28,None,Own,1,Skilled employee,1,Yes,Yes,0
< 0 DM,24,All paid this bank,Business,3161,< 100 DM,1 - 4 years,4,Male : Single,None,2,Building society savings / Life insurance,31,None,Rent,1,Skilled employee,1,Yes,Yes,1
0 - 200 DM,48,No credits / All paid,Others,18424,< 100 DM,1 - 4 years,1,Female : Divorced/Separated/Married,None,2,Building society savings / Life insurance,32,Bank,Own,1,Management / Highly qualified,1,Yes,No,1
No checking account,10,Existing paid,Car (used),2848,100 - 500 DM,1 - 4 years,1,Male : Single,Co-applicant,2,Real estate,32,None,Own,1,Skilled employee,2,No,Yes,0
< 0 DM,6,Existing paid,Car (new),14896,< 100 DM,>= 7 years,1,Male : Single,None,4,Unknown / No property,68,Bank,Own,1,Management / Highly qualified,1,Yes,Yes,1
< 0 DM,24,Existing paid,Furniture/Equipment,2359,100 - 500 DM,Unemployed,1,Male : Divorced/Separated,None,1,Building society savings / Life insurance,33,None,Own,1,Skilled employee,1,No,Yes,1
< 0 DM,24,Existing paid,Furniture/Equipment,3345,< 100 DM,>= 7 years,4,Male : Single,None,2,Building society savings / Life insurance,39,None,Rent,1,Management / Highly qualified,1,Yes,Yes,1
No checking account,18,Critical account,Furniture/Equipment,1817,< 100 DM,1 - 4 years,4,Female : Divorced/Separated/Married,None,2,Unknown / No property,28,None,Own,2,Skilled employee,1,No,Yes,0
